parid,boro,block,lot,exmp_code,year,period,benftstart,condo_number,condo_sfx,coop_num,description,phase_out_start,benefit_year,exmp_end,current_benefit_year,flag_421a16,flag_phasing
4016290062,4,1629,62,5114,2026,3,2005,NA,NA,0,421A 25 YR NO CAP,22,25,2029,22,No,Yes
4016290090,4,1629,90,5114,2026,3,2011,NA,NA,0,421A 25 YR NO CAP,22,25,2035,16,No,No
4016290091,4,1629,91,5114,2026,3,2011,NA,NA,0,421A 25 YR NO CAP,22,25,2035,16,No,No
4016290100,4,1629,100,5114,2026,3,2008,NA,NA,0,421A 25 YR NO CAP,22,25,2032,19,No,No
4016290102,4,1629,102,5114,2026,3,2008,NA,NA,0,421A 25 YR NO CAP,22,25,2032,19,No,No
4016290103,4,1629,103,5121,2026,3,2023,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2057,4,Yes,NA
4016290107,4,1629,107,5114,2026,3,2008,NA,NA,0,421A 25 YR NO CAP,22,25,2032,19,No,No
4016290108,4,1629,108,5114,2026,3,2007,NA,NA,0,421A 25 YR NO CAP,22,25,2031,20,No,No
4016290109,4,1629,109,5114,2026,3,2007,NA,NA,0,421A 25 YR NO CAP,22,25,2031,20,No,No
4016910006,4,1691,6,5121,2026,3,2020,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2054,7,Yes,NA
4016980054,4,1698,54,5114,2026,3,2004,NA,NA,0,421A 25 YR NO CAP,22,25,2028,23,No,Yes
4017000043,4,1700,43,5121,2023,3,2018,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2052,9,Yes,NA
4017000047,4,1700,47,5114,2026,3,2006,NA,NA,0,421A 25 YR NO CAP,22,25,2030,21,No,No
4017060001,4,1706,1,5114,2026,3,2010,NA,NA,0,421A 25 YR NO CAP,22,25,2034,17,No,No
4017060018,4,1706,18,5114,2026,3,2003,NA,NA,0,421A 25 YR NO CAP,22,25,2027,24,No,Yes
4017060048,4,1706,48,5114,2026,3,2010,NA,NA,0,421A 25 YR NO CAP,22,25,2034,17,No,No
4017060049,4,1706,49,5114,2026,3,2010,NA,NA,0,421A 25 YR NO CAP,22,25,2034,17,No,No
4017060050,4,1706,50,5114,2026,3,2010,NA,NA,0,421A 25 YR NO CAP,22,25,2034,17,No,No
4017060051,4,1706,51,5114,2026,3,2010,NA,NA,0,421A 25 YR NO CAP,22,25,2034,17,No,No
4017060052,4,1706,52,5114,2026,3,2010,NA,NA,0,421A 25 YR NO CAP,22,25,2034,17,No,No
4017060053,4,1706,53,5114,2026,3,2010,NA,NA,0,421A 25 YR NO CAP,22,25,2034,17,No,No
4017060054,4,1706,54,5114,2026,3,2010,NA,NA,0,421A 25 YR NO CAP,22,25,2034,17,No,No
4017100046,4,1710,46,5114,2026,3,2012,NA,NA,0,421A 25 YR NO CAP,22,25,2036,15,No,No
4017100048,4,1710,48,5114,2026,3,2012,NA,NA,0,421A 25 YR NO CAP,22,25,2036,15,No,No
4017100049,4,1710,49,5114,2026,3,2012,NA,NA,0,421A 25 YR NO CAP,22,25,2036,15,No,No
4017100050,4,1710,50,5114,2026,3,2012,NA,NA,0,421A 25 YR NO CAP,22,25,2036,15,No,No
4017100058,4,1710,58,5118,2026,3,2015,NA,NA,0,421A 15 YR CAP,12,15,2029,12,No,Yes
4017100073,4,1710,73,5118,2026,3,2015,NA,NA,0,421A 15 YR CAP,12,15,2029,12,No,Yes
4017100150,4,1710,150,5114,2026,3,2012,NA,NA,0,421A 25 YR NO CAP,22,25,2036,15,No,No
4017150006,4,1715,6,5118,2026,3,2018,NA,NA,0,421A 15 YR CAP,12,15,2032,9,No,No
4017150019,4,1715,19,5114,2026,3,2010,NA,NA,0,421A 25 YR NO CAP,22,25,2034,17,No,No
4017150020,4,1715,20,5114,2026,3,2010,NA,NA,0,421A 25 YR NO CAP,22,25,2034,17,No,No
4017150031,4,1715,31,5114,2026,3,2009,NA,NA,0,421A 25 YR NO CAP,22,25,2033,18,No,No
4017150033,4,1715,33,5114,2026,3,2009,NA,NA,0,421A 25 YR NO CAP,22,25,2033,18,No,No
4017150064,4,1715,64,5113,2021,3,2006,NA,NA,0,421A 15 YR NO CAP,12,15,2020,Expired,No,NA
4017150065,4,1715,65,5113,2021,3,2006,NA,NA,0,421A 15 YR NO CAP,12,15,2020,Expired,No,NA
4017150137,4,1715,137,5114,2026,3,2009,NA,NA,0,421A 25 YR NO CAP,22,25,2033,18,No,No
4017150138,4,1715,138,5114,2025,3,2009,NA,NA,0,421A 25 YR NO CAP,22,25,2033,18,No,No
4017160060,4,1716,60,5114,2026,3,2009,NA,NA,0,421A 25 YR NO CAP,22,25,2033,18,No,No
4017160061,4,1716,61,5114,2025,3,2009,NA,NA,0,421A 25 YR NO CAP,22,25,2033,18,No,No
4017170022,4,1717,22,5114,2026,3,2008,NA,NA,0,421A 25 YR NO CAP,22,25,2032,19,No,No
4017170023,4,1717,23,5114,2026,3,2008,NA,NA,0,421A 25 YR NO CAP,22,25,2032,19,No,No
4017180030,4,1718,30,5114,2021,3,2008,NA,NA,0,421A 25 YR NO CAP,22,25,2032,19,No,No
4017180031,4,1718,31,5114,2026,3,2008,NA,NA,0,421A 25 YR NO CAP,22,25,2032,19,No,No
4017180034,4,1718,34,5114,2026,3,2009,NA,NA,0,421A 25 YR NO CAP,22,25,2033,18,No,No
4017180035,4,1718,35,5114,2026,3,2009,NA,NA,0,421A 25 YR NO CAP,22,25,2033,18,No,No
4017180054,4,1718,54,5114,2026,3,2004,NA,NA,0,421A 25 YR NO CAP,22,25,2028,23,No,Yes
4017180056,4,1718,56,5114,2026,3,2003,NA,NA,0,421A 25 YR NO CAP,22,25,2027,24,No,Yes
4017180057,4,1718,57,5114,2026,3,2004,NA,NA,0,421A 25 YR NO CAP,22,25,2028,23,No,Yes
4017180063,4,1718,63,5121,2026,3,2021,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2055,6,Yes,NA
4017180069,4,1718,69,5121,2026,3,2022,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2056,5,Yes,NA
4017190003,4,1719,3,5121,2026,3,2024,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2058,3,Yes,NA
4017190008,4,1719,8,5121,2026,3,2023,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2057,4,Yes,NA
4017200048,4,1720,48,5114,2026,3,2003,NA,NA,0,421A 25 YR NO CAP,22,25,2027,24,No,Yes
4017200148,4,1720,148,5114,2026,3,2003,NA,NA,0,421A 25 YR NO CAP,22,25,2027,24,No,Yes
4017230019,4,1723,19,5114,2026,3,2005,NA,NA,0,421A 25 YR NO CAP,22,25,2029,22,No,Yes
4017240001,4,1724,1,5114,2024,3,2005,NA,NA,0,421A 25 YR NO CAP,22,25,2029,22,No,Yes
4017240061,4,1724,61,5114,2026,3,2005,NA,NA,0,421A 25 YR NO CAP,22,25,2029,22,No,Yes
4017240062,4,1724,62,5114,2026,3,2006,NA,NA,0,421A 25 YR NO CAP,22,25,2030,21,No,No
4017240063,4,1724,63,5114,2026,3,2005,NA,NA,0,421A 25 YR NO CAP,22,25,2029,22,No,Yes
4017250029,4,1725,29,5114,2026,3,2008,NA,NA,0,421A 25 YR NO CAP,22,25,2032,19,No,No
4017250030,4,1725,30,5114,2026,3,2008,NA,NA,0,421A 25 YR NO CAP,22,25,2032,19,No,No
4017250047,4,1725,47,5114,2026,3,2006,NA,NA,0,421A 25 YR NO CAP,22,25,2030,21,No,No
4017250049,4,1725,49,5114,2026,3,2006,NA,NA,0,421A 25 YR NO CAP,22,25,2030,21,No,No
4017250129,4,1725,129,5114,2026,3,2008,NA,NA,0,421A 25 YR NO CAP,22,25,2032,19,No,No
4017260026,4,1726,26,5114,2026,3,2010,NA,NA,0,421A 25 YR NO CAP,22,25,2034,17,No,No
4017260027,4,1726,27,5114,2026,3,2010,NA,NA,0,421A 25 YR NO CAP,22,25,2034,17,No,No
4017330045,4,1733,45,5114,2026,3,2009,NA,NA,0,421A 25 YR NO CAP,22,25,2033,18,No,No
4017330143,4,1733,143,5114,2026,3,2009,NA,NA,0,421A 25 YR NO CAP,22,25,2033,18,No,No
4017340042,4,1734,42,5114,2026,3,2008,NA,NA,0,421A 25 YR NO CAP,22,25,2032,19,No,No
4017340045,4,1734,45,5114,2026,3,2008,NA,NA,0,421A 25 YR NO CAP,22,25,2032,19,No,No
4017340046,4,1734,46,5114,2026,3,2008,NA,NA,0,421A 25 YR NO CAP,22,25,2032,19,No,No
4017350012,4,1735,12,5114,2026,3,2002,NA,NA,0,421A 25 YR NO CAP,22,25,2026,25,No,Yes
4017350013,4,1735,13,5114,2026,3,2002,NA,NA,0,421A 25 YR NO CAP,22,25,2026,25,No,Yes
4017350014,4,1735,14,5114,2026,3,2002,NA,NA,0,421A 25 YR NO CAP,22,25,2026,25,No,Yes
4017350016,4,1735,16,5114,2026,3,2002,NA,NA,0,421A 25 YR NO CAP,22,25,2026,25,No,Yes
4017370014,4,1737,14,5118,2026,3,2012,NA,NA,0,421A 15 YR CAP,12,15,2026,15,No,Yes
4017380001,4,1738,1,5114,2026,3,2007,NA,NA,0,421A 25 YR NO CAP,22,25,2031,20,No,No
4017380005,4,1738,5,5114,2026,3,2006,NA,NA,0,421A 25 YR NO CAP,22,25,2030,21,No,No
4017380022,4,1738,22,5113,2026,3,2011,NA,NA,0,421A 15 YR NO CAP,12,15,2025,Expired,No,NA
4017380023,4,1738,23,5113,2025,3,2011,NA,NA,0,421A 15 YR NO CAP,12,15,2025,Expired,No,NA
4017380043,4,1738,43,5114,2026,3,2010,NA,NA,0,421A 25 YR NO CAP,22,25,2034,17,No,No
4017380051,4,1738,51,5114,2025,3,2006,NA,NA,0,421A 25 YR NO CAP,22,25,2030,21,No,No
4017380059,4,1738,59,5114,2026,3,2007,NA,NA,0,421A 25 YR NO CAP,22,25,2031,20,No,No
4017390010,4,1739,10,5114,2026,3,2002,NA,NA,0,421A 25 YR NO CAP,22,25,2026,25,No,Yes
4017390020,4,1739,20,5114,2026,3,2007,NA,NA,0,421A 25 YR NO CAP,22,25,2031,20,No,No
4017390021,4,1739,21,5114,2026,3,2007,NA,NA,0,421A 25 YR NO CAP,22,25,2031,20,No,No
4017390022,4,1739,22,5114,2026,3,2007,NA,NA,0,421A 25 YR NO CAP,22,25,2031,20,No,No
4017390108,4,1739,108,5114,2026,3,2002,NA,NA,0,421A 25 YR NO CAP,22,25,2026,25,No,Yes
4017390110,4,1739,110,5114,2026,3,2002,NA,NA,0,421A 25 YR NO CAP,22,25,2026,25,No,Yes
4017400011,4,1740,11,5113,2023,3,2008,NA,NA,0,421A 15 YR NO CAP,12,15,2022,Expired,No,NA
4017420019,4,1742,19,5114,2026,3,2007,NA,NA,0,421A 25 YR NO CAP,22,25,2031,20,No,No
4017420025,4,1742,25,5114,2026,3,2011,NA,NA,0,421A 25 YR NO CAP,22,25,2035,16,No,No
4017420027,4,1742,27,5114,2026,3,2011,NA,NA,0,421A 25 YR NO CAP,22,25,2035,16,No,No
4017430006,4,1743,6,5113,2026,3,2013,NA,NA,0,421A 15 YR NO CAP,12,15,2027,14,No,Yes
4017430013,4,1743,13,5114,2026,3,2008,NA,NA,0,421A 25 YR NO CAP,22,25,2032,19,No,No
4017440025,4,1744,25,5114,2026,3,2002,NA,NA,0,421A 25 YR NO CAP,22,25,2026,25,No,Yes
4017440043,4,1744,43,5114,2021,3,2010,NA,NA,0,421A 25 YR NO CAP,22,25,2034,17,No,No
4017450002,4,1745,2,5114,2026,3,2002,NA,NA,0,421A 25 YR NO CAP,22,25,2026,25,No,Yes
4017450003,4,1745,3,5114,2026,3,2002,NA,NA,0,421A 25 YR NO CAP,22,25,2026,25,No,Yes
4017450034,4,1745,34,5114,2026,3,2004,NA,NA,0,421A 25 YR NO CAP,22,25,2028,23,No,Yes
4017450045,4,1745,45,5114,2026,3,2005,NA,NA,0,421A 25 YR NO CAP,22,25,2029,22,No,Yes
4017450134,4,1745,134,5114,2026,3,2004,NA,NA,0,421A 25 YR NO CAP,22,25,2028,23,No,Yes
4017450135,4,1745,135,5114,2026,3,2004,NA,NA,0,421A 25 YR NO CAP,22,25,2028,23,No,Yes
4017460009,4,1746,9,5114,2026,3,2008,NA,NA,0,421A 25 YR NO CAP,22,25,2032,19,No,No
4017460010,4,1746,10,5114,2026,3,2008,NA,NA,0,421A 25 YR NO CAP,22,25,2032,19,No,No
4017460012,4,1746,12,5114,2026,3,2008,NA,NA,0,421A 25 YR NO CAP,22,25,2032,19,No,No
4017460013,4,1746,13,5114,2026,3,2008,NA,NA,0,421A 25 YR NO CAP,22,25,2032,19,No,No
4017460015,4,1746,15,5114,2026,3,2008,NA,NA,0,421A 25 YR NO CAP,22,25,2032,19,No,No
4017460019,4,1746,19,5114,2026,3,2009,NA,NA,0,421A 25 YR NO CAP,22,25,2033,18,No,No
4017460020,4,1746,20,5114,2026,3,2009,NA,NA,0,421A 25 YR NO CAP,22,25,2033,18,No,No
4017460060,4,1746,60,5114,2026,3,2007,NA,NA,0,421A 25 YR NO CAP,22,25,2031,20,No,No
4017460062,4,1746,62,5114,2026,3,2007,NA,NA,0,421A 25 YR NO CAP,22,25,2031,20,No,No
4017460063,4,1746,63,5114,2026,3,2007,NA,NA,0,421A 25 YR NO CAP,22,25,2031,20,No,No
4017460064,4,1746,64,5114,2026,3,2007,NA,NA,0,421A 25 YR NO CAP,22,25,2031,20,No,No
4017460113,4,1746,113,5114,2026,3,2008,NA,NA,0,421A 25 YR NO CAP,22,25,2032,19,No,No
4017460115,4,1746,115,5114,2021,3,2008,NA,NA,0,421A 25 YR NO CAP,22,25,2032,19,No,No
4017470016,4,1747,16,5114,2026,3,2009,NA,NA,0,421A 25 YR NO CAP,22,25,2033,18,No,No
4017470018,4,1747,18,5114,2026,3,2009,NA,NA,0,421A 25 YR NO CAP,22,25,2033,18,No,No
4017470021,4,1747,21,5114,2026,3,2007,NA,NA,0,421A 25 YR NO CAP,22,25,2031,20,No,No
4017470025,4,1747,25,5114,2026,3,2005,NA,NA,0,421A 25 YR NO CAP,22,25,2029,22,No,Yes
4017470026,4,1747,26,5114,2026,3,2005,NA,NA,0,421A 25 YR NO CAP,22,25,2029,22,No,Yes
4017470052,4,1747,52,5114,2023,3,1998,NA,NA,0,421A 25 YR NO CAP,22,25,2022,Expired,No,NA
4017470069,4,1747,69,5114,2026,3,2004,NA,NA,0,421A 25 YR NO CAP,22,25,2028,23,No,Yes
4017470072,4,1747,72,5114,2026,3,2004,NA,NA,0,421A 25 YR NO CAP,22,25,2028,23,No,Yes
4017470081,4,1747,81,5114,2026,3,2010,NA,NA,0,421A 25 YR NO CAP,22,25,2034,17,No,No
4017470083,4,1747,83,5114,2026,3,2010,NA,NA,0,421A 25 YR NO CAP,22,25,2034,17,No,No
4017470090,4,1747,90,5114,2026,3,2009,NA,NA,0,421A 25 YR NO CAP,22,25,2033,18,No,No
4017470119,4,1747,119,5114,2026,3,2007,NA,NA,0,421A 25 YR NO CAP,22,25,2031,20,No,No
4017470169,4,1747,169,5114,2026,3,2004,NA,NA,0,421A 25 YR NO CAP,22,25,2028,23,No,Yes
4017470172,4,1747,172,5114,2026,3,2004,NA,NA,0,421A 25 YR NO CAP,22,25,2028,23,No,Yes
4017480001,4,1748,1,5114,2026,3,2005,NA,NA,0,421A 25 YR NO CAP,22,25,2029,22,No,Yes
4017480005,4,1748,5,5114,2026,3,2010,NA,NA,0,421A 25 YR NO CAP,22,25,2034,17,No,No
4017480015,4,1748,15,5114,2026,3,2010,NA,NA,0,421A 25 YR NO CAP,22,25,2034,17,No,No
4017480016,4,1748,16,5114,2025,3,2010,NA,NA,0,421A 25 YR NO CAP,22,25,2034,17,No,No
4017480018,4,1748,18,5114,2026,3,2011,NA,NA,0,421A 25 YR NO CAP,22,25,2035,16,No,No
4017480019,4,1748,19,5114,2026,3,2011,NA,NA,0,421A 25 YR NO CAP,22,25,2035,16,No,No
4017480047,4,1748,47,5114,2026,3,2006,NA,NA,0,421A 25 YR NO CAP,22,25,2030,21,No,No
4017480048,4,1748,48,5114,2026,3,2006,NA,NA,0,421A 25 YR NO CAP,22,25,2030,21,No,No
4017480052,4,1748,52,5114,2026,3,2011,NA,NA,0,421A 25 YR NO CAP,22,25,2035,16,No,No
4017480053,4,1748,53,5114,2026,3,2011,NA,NA,0,421A 25 YR NO CAP,22,25,2035,16,No,No
4017480058,4,1748,58,5114,2026,3,2010,NA,NA,0,421A 25 YR NO CAP,22,25,2034,17,No,No
4017480059,4,1748,59,5114,2026,3,2010,NA,NA,0,421A 25 YR NO CAP,22,25,2034,17,No,No
4017480073,4,1748,73,5114,2026,3,2008,NA,NA,0,421A 25 YR NO CAP,22,25,2032,19,No,No
4017480075,4,1748,75,5114,2026,3,2008,NA,NA,0,421A 25 YR NO CAP,22,25,2032,19,No,No
4017480079,4,1748,79,5113,2022,3,2007,NA,NA,0,421A 15 YR NO CAP,12,15,2021,Expired,No,NA
4017480080,4,1748,80,5113,2022,3,2007,NA,NA,0,421A 15 YR NO CAP,12,15,2021,Expired,No,NA
4017480082,4,1748,82,5114,2026,3,2002,NA,NA,0,421A 25 YR NO CAP,22,25,2026,25,No,Yes
4017480083,4,1748,83,5114,2026,3,2002,NA,NA,0,421A 25 YR NO CAP,22,25,2026,25,No,Yes
4017480084,4,1748,84,5114,2026,3,2002,NA,NA,0,421A 25 YR NO CAP,22,25,2026,25,No,Yes
4017480088,4,1748,88,5114,2026,3,2005,NA,NA,0,421A 25 YR NO CAP,22,25,2029,22,No,Yes
4017480089,4,1748,89,5114,2025,3,2005,NA,NA,0,421A 25 YR NO CAP,22,25,2029,22,No,Yes
4017480090,4,1748,90,5114,2026,3,2005,NA,NA,0,421A 25 YR NO CAP,22,25,2029,22,No,Yes
4017490040,4,1749,40,5114,2026,3,2006,NA,NA,0,421A 25 YR NO CAP,22,25,2030,21,No,No
4017490041,4,1749,41,5114,2026,3,2006,NA,NA,0,421A 25 YR NO CAP,22,25,2030,21,No,No
4017490042,4,1749,42,5114,2026,3,2006,NA,NA,0,421A 25 YR NO CAP,22,25,2030,21,No,No
4017490043,4,1749,43,5114,2026,3,2006,NA,NA,0,421A 25 YR NO CAP,22,25,2030,21,No,No
4017490047,4,1749,47,5114,2026,3,2006,NA,NA,0,421A 25 YR NO CAP,22,25,2030,21,No,No
4017490048,4,1749,48,5114,2026,3,2006,NA,NA,0,421A 25 YR NO CAP,22,25,2030,21,No,No
4017500006,4,1750,6,5114,2026,3,2007,NA,NA,0,421A 25 YR NO CAP,22,25,2031,20,No,No
4017510001,4,1751,1,5114,2026,3,2003,NA,NA,0,421A 25 YR NO CAP,22,25,2027,24,No,Yes
4017510002,4,1751,2,5114,2026,3,2003,NA,NA,0,421A 25 YR NO CAP,22,25,2027,24,No,Yes
4017510004,4,1751,4,5114,2026,3,2003,NA,NA,0,421A 25 YR NO CAP,22,25,2027,24,No,Yes
4017510005,4,1751,5,5114,2026,3,2011,NA,NA,0,421A 25 YR NO CAP,22,25,2035,16,No,No
4017510006,4,1751,6,5114,2026,3,2011,NA,NA,0,421A 25 YR NO CAP,22,25,2035,16,No,No
4017510033,4,1751,33,5114,2026,3,2008,NA,NA,0,421A 25 YR NO CAP,22,25,2032,19,No,No
4017510047,4,1751,47,5114,2026,3,2003,NA,NA,0,421A 25 YR NO CAP,22,25,2027,24,No,Yes
4017510048,4,1751,48,5114,2026,3,2003,NA,NA,0,421A 25 YR NO CAP,22,25,2027,24,No,Yes
4017510049,4,1751,49,5114,2026,3,2003,NA,NA,0,421A 25 YR NO CAP,22,25,2027,24,No,Yes
4017510050,4,1751,50,5114,2026,3,2003,NA,NA,0,421A 25 YR NO CAP,22,25,2027,24,No,Yes
4017520005,4,1752,5,5114,2026,3,2005,NA,NA,0,421A 25 YR NO CAP,22,25,2029,22,No,Yes
4017520007,4,1752,7,5114,2026,3,2005,NA,NA,0,421A 25 YR NO CAP,22,25,2029,22,No,Yes
4017530001,4,1753,1,5114,2026,3,2005,NA,NA,0,421A 25 YR NO CAP,22,25,2029,22,No,Yes
4017530006,4,1753,6,5114,2026,3,2011,NA,NA,0,421A 25 YR NO CAP,22,25,2035,16,No,No
4017530007,4,1753,7,5114,2026,3,2008,NA,NA,0,421A 25 YR NO CAP,22,25,2032,19,No,No
4017530025,4,1753,25,5114,2026,3,2010,NA,NA,0,421A 25 YR NO CAP,22,25,2034,17,No,No
4017530026,4,1753,26,5114,2026,3,2010,NA,NA,0,421A 25 YR NO CAP,22,25,2034,17,No,No
4017530028,4,1753,28,5114,2026,3,2010,NA,NA,0,421A 25 YR NO CAP,22,25,2034,17,No,No
4017530031,4,1753,31,5114,2026,3,2010,NA,NA,0,421A 25 YR NO CAP,22,25,2034,17,No,No
4017530032,4,1753,32,5114,2026,3,2010,NA,NA,0,421A 25 YR NO CAP,22,25,2034,17,No,No
4017530087,4,1753,87,5114,2026,3,2010,NA,NA,0,421A 25 YR NO CAP,22,25,2034,17,No,No
4017530088,4,1753,88,5118,2026,3,2015,NA,NA,0,421A 15 YR CAP,12,15,2029,12,No,Yes
4017530091,4,1753,91,5114,2026,3,2011,NA,NA,0,421A 25 YR NO CAP,22,25,2035,16,No,No
4017530092,4,1753,92,5114,2026,3,2011,NA,NA,0,421A 25 YR NO CAP,22,25,2035,16,No,No
4017530100,4,1753,100,5114,2026,3,2011,NA,NA,0,421A 25 YR NO CAP,22,25,2035,16,No,No
4017530102,4,1753,102,5114,2026,3,2011,NA,NA,0,421A 25 YR NO CAP,22,25,2035,16,No,No
4017530106,4,1753,106,5114,2026,3,2008,NA,NA,0,421A 25 YR NO CAP,22,25,2032,19,No,No
4017530107,4,1753,107,5114,2026,3,2008,NA,NA,0,421A 25 YR NO CAP,22,25,2032,19,No,No
4017530108,4,1753,108,5114,2026,3,2008,NA,NA,0,421A 25 YR NO CAP,22,25,2032,19,No,No
4017530110,4,1753,110,5114,2026,3,2008,NA,NA,0,421A 25 YR NO CAP,22,25,2032,19,No,No
4017530115,4,1753,115,5121,2026,3,2023,NA,NA,0,421A 35YR WITH AFF HOUSING PCT,NA,35,2057,4,Yes,NA
4017530125,4,1753,125,5113,2026,3,2012,NA,NA,0,421A 15 YR NO CAP,12,15,2026,15,No,Yes
4017530126,4,1753,126,5114,2026,3,2004,NA,NA,0,421A 25 YR NO CAP,22,25,2028,23,No,Yes
4017530127,4,1753,127,5114,2026,3,2004,NA,NA,0,421A 25 YR NO CAP,22,25,2028,23,No,Yes
4017530128,4,1753,128,5114,2026,3,2004,NA,NA,0,421A 25 YR NO CAP,22,25,2028,23,No,Yes
4017540015,4,1754,15,5114,2026,3,2008,NA,NA,0,421A 25 YR NO CAP,22,25,2032,19,No,No
4017540053,4,1754,53,5114,2026,3,2005,NA,NA,0,421A 25 YR NO CAP,22,25,2029,22,No,Yes
4017540054,4,1754,54,5114,2026,3,2005,NA,NA,0,421A 25 YR NO CAP,22,25,2029,22,No,Yes
4017540056,4,1754,56,5114,2026,3,2005,NA,NA,0,421A 25 YR NO CAP,22,25,2029,22,No,Yes
4017540098,4,1754,98,5114,2026,3,2012,NA,NA,0,421A 25 YR NO CAP,22,25,2036,15,No,No
4017540099,4,1754,99,5114,2026,3,2012,NA,NA,0,421A 25 YR NO CAP,22,25,2036,15,No,No
4017540199,4,1754,199,5114,2026,3,2012,NA,NA,0,421A 25 YR NO CAP,22,25,2036,15,No,No
4017550057,4,1755,57,5114,2026,3,2008,NA,NA,0,421A 25 YR NO CAP,22,25,2032,19,No,No
4017550058,4,1755,58,5114,2026,3,2008,NA,NA,0,421A 25 YR NO CAP,22,25,2032,19,No,No
4017550059,4,1755,59,5114,2026,3,2008,NA,NA,0,421A 25 YR NO CAP,22,25,2032,19,No,No
4017550060,4,1755,60,5114,2026,3,2008,NA,NA,0,421A 25 YR NO CAP,22,25,2032,19,No,No
4017550061,4,1755,61,5114,2026,3,2008,NA,NA,0,421A 25 YR NO CAP,22,25,2032,19,No,No
4017550062,4,1755,62,5114,2026,3,2006,NA,NA,0,421A 25 YR NO CAP,22,25,2030,21,No,No
4017550065,4,1755,65,5114,2026,3,2008,NA,NA,0,421A 25 YR NO CAP,22,25,2032,19,No,No
4017550067,4,1755,67,5114,2026,3,2008,NA,NA,0,421A 25 YR NO CAP,22,25,2032,19,No,No
4017550072,4,1755,72,5114,2026,3,2004,NA,NA,0,421A 25 YR NO CAP,22,25,2028,23,No,Yes
4017550078,4,1755,78,5114,2026,3,2007,NA,NA,0,421A 25 YR NO CAP,22,25,2031,20,No,No
4017550079,4,1755,79,5114,2026,3,2007,NA,NA,0,421A 25 YR NO CAP,22,25,2031,20,No,No
4017550080,4,1755,80,5114,2026,3,2004,NA,NA,0,421A 25 YR NO CAP,22,25,2028,23,No,Yes
4017600010,4,1760,10,5114,2026,3,2009,NA,NA,0,421A 25 YR NO CAP,22,25,2033,18,No,No
4017600031,4,1760,31,5118,2026,3,2012,NA,NA,0,421A 15 YR CAP,12,15,2026,15,No,Yes
4017600054,4,1760,54,5114,2026,3,2005,NA,NA,0,421A 25 YR NO CAP,22,25,2029,22,No,Yes
4017600153,4,1760,153,5114,2026,3,2005,NA,NA,0,421A 25 YR NO CAP,22,25,2029,22,No,Yes
4017610026,4,1761,26,5114,2026,3,2004,NA,NA,0,421A 25 YR NO CAP,22,25,2028,23,No,Yes
4017610028,4,1761,28,5114,2026,3,2004,NA,NA,0,421A 25 YR NO CAP,22,25,2028,23,No,Yes
4017610048,4,1761,48,5118,2026,3,2013,NA,NA,0,421A 15 YR CAP,12,15,2027,14,No,Yes
4017610049,4,1761,49,5118,2026,3,2013,NA,NA,0,421A 15 YR CAP,12,15,2027,14,No,Yes
4017610052,4,1761,52,5114,2026,3,2010,NA,NA,0,421A 25 YR NO CAP,22,25,2034,17,No,No
4017610053,4,1761,53,5114,2026,3,2010,NA,NA,0,421A 25 YR NO CAP,22,25,2034,17,No,No
4017610152,4,1761,152,5114,2021,3,2010,NA,NA,0,421A 25 YR NO CAP,22,25,2034,17,No,No
4017610153,4,1761,153,5114,2026,3,2010,NA,NA,0,421A 25 YR NO CAP,22,25,2034,17,No,No
4017630003,4,1763,3,5114,2026,3,2007,NA,NA,0,421A 25 YR NO CAP,22,25,2031,20,No,No
4017650025,4,1765,25,5114,2026,3,2006,NA,NA,0,421A 25 YR NO CAP,22,25,2030,21,No,No
4017650027,4,1765,27,5114,2026,3,2006,NA,NA,0,421A 25 YR NO CAP,22,25,2030,21,No,No
4017670001,4,1767,1,5114,2026,3,2006,NA,NA,0,421A 25 YR NO CAP,22,25,2030,21,No,No
4017670002,4,1767,2,5114,2026,3,2006,NA,NA,0,421A 25 YR NO CAP,22,25,2030,21,No,No
4017670003,4,1767,3,5114,2026,3,2006,NA,NA,0,421A 25 YR NO CAP,22,25,2030,21,No,No
4017670004,4,1767,4,5114,2026,3,2006,NA,NA,0,421A 25 YR NO CAP,22,25,2030,21,No,No
4017670005,4,1767,5,5114,2026,3,2006,NA,NA,0,421A 25 YR NO CAP,22,25,2030,21,No,No
4017670006,4,1767,6,5114,2021,3,2006,NA,NA,0,421A 25 YR NO CAP,22,25,2030,21,No,No
4017670007,4,1767,7,5114,2026,3,2006,NA,NA,0,421A 25 YR NO CAP,22,25,2030,21,No,No
4017670008,4,1767,8,5114,2026,3,2006,NA,NA,0,421A 25 YR NO CAP,22,25,2030,21,No,No
4017670010,4,1767,10,5114,2026,3,2006,NA,NA,0,421A 25 YR NO CAP,22,25,2030,21,No,No
4017670011,4,1767,11,5114,2026,3,2006,NA,NA,0,421A 25 YR NO CAP,22,25,2030,21,No,No
